table_name,row_variable,row_value,column_variable,column_value,count,denominator,percentage
system type x validation fidelity tier,system_type,dc-dc converter in microgrid context,validation_fidelity_tier,F2,1,66,1.52
system type x validation fidelity tier,system_type,distribution grid,validation_fidelity_tier,F0,1,66,1.52
system type x validation fidelity tier,system_type,distribution network with microgrids,validation_fidelity_tier,F0,1,66,1.52
system type x validation fidelity tier,system_type,distribution system with inverter-based resources,validation_fidelity_tier,F1,1,66,1.52
system type x validation fidelity tier,system_type,distribution system with microgrids,validation_fidelity_tier,F0,1,66,1.52
system type x validation fidelity tier,system_type,grid-connected microgrid,validation_fidelity_tier,F0,1,66,1.52
system type x validation fidelity tier,system_type,grid-forming converter,validation_fidelity_tier,F1,1,66,1.52
system type x validation fidelity tier,system_type,grid-forming converter microgrid,validation_fidelity_tier,F1,1,66,1.52
system type x validation fidelity tier,system_type,high-renewable islanded microgrid,validation_fidelity_tier,F1,1,66,1.52
system type x validation fidelity tier,system_type,interconnected microgrids,validation_fidelity_tier,F1,1,66,1.52
system type x validation fidelity tier,system_type,inverter-based microgrid,validation_fidelity_tier,F1,1,66,1.52
system type x validation fidelity tier,system_type,inverter-dominated power system,validation_fidelity_tier,F1,1,66,1.52
system type x validation fidelity tier,system_type,islanded DC microgrid,validation_fidelity_tier,F3,2,66,3.03
system type x validation fidelity tier,system_type,islanded microgrid,validation_fidelity_tier,F1,3,66,4.55
system type x validation fidelity tier,system_type,islanded microgrid with tie switches,validation_fidelity_tier,F1,1,66,1.52
system type x validation fidelity tier,system_type,large-scale power grid,validation_fidelity_tier,F1,1,66,1.52
system type x validation fidelity tier,system_type,microgrid,validation_fidelity_tier,F0,3,66,4.55
system type x validation fidelity tier,system_type,microgrid,validation_fidelity_tier,F1,8,66,12.12
system type x validation fidelity tier,system_type,microgrid DERs,validation_fidelity_tier,F3,1,66,1.52
system type x validation fidelity tier,system_type,microgrid inverter,validation_fidelity_tier,F1,1,66,1.52
system type x validation fidelity tier,system_type,microgrids,validation_fidelity_tier,F0,1,66,1.52
system type x validation fidelity tier,system_type,microgrids,validation_fidelity_tier,F1,1,66,1.52
system type x validation fidelity tier,system_type,multi-energy microgrid,validation_fidelity_tier,F0,1,66,1.52
system type x validation fidelity tier,system_type,multiple microgrids,validation_fidelity_tier,F0,1,66,1.52
system type x validation fidelity tier,system_type,multiple photovoltaic power stations,validation_fidelity_tier,F1,1,66,1.52
system type x validation fidelity tier,system_type,networked microgrids,validation_fidelity_tier,F1,2,66,3.03
system type x validation fidelity tier,system_type,physical dynamical system,validation_fidelity_tier,F0,1,66,1.52
system type x validation fidelity tier,system_type,power distribution feeders,validation_fidelity_tier,F0,1,66,1.52
system type x validation fidelity tier,system_type,power distribution system,validation_fidelity_tier,F0,1,66,1.52
system type x validation fidelity tier,system_type,power grid,validation_fidelity_tier,F1,2,66,3.03
system type x validation fidelity tier,system_type,power network,validation_fidelity_tier,F1,1,66,1.52
system type x validation fidelity tier,system_type,power system,validation_fidelity_tier,F0,2,66,3.03
system type x validation fidelity tier,system_type,power system,validation_fidelity_tier,F1,2,66,3.03
system type x validation fidelity tier,system_type,smart grid,validation_fidelity_tier,F0,1,66,1.52
system type x validation fidelity tier,system_type,uncertain networked microgrids,validation_fidelity_tier,F1,1,66,1.52
validation environment x evidence class,validation_environment,DAE simulation benchmark,evidence_class,Plausibility evidence,1,66,1.52
validation environment x evidence class,validation_environment,Danish grid case study,evidence_class,Plausibility evidence,1,66,1.52
validation environment x evidence class,validation_environment,EMT simulation,evidence_class,Plausibility evidence,2,66,3.03
validation environment x evidence class,validation_environment,IEEE 33-bus and 141-bus simulation,evidence_class,Plausibility evidence,2,66,3.03
validation environment x evidence class,validation_environment,IEEE 9-bus and IEEE 39-bus simulation,evidence_class,Plausibility evidence,1,66,1.52
validation environment x evidence class,validation_environment,IEEE 9-bus simulation,evidence_class,Plausibility evidence,1,66,1.52
validation environment x evidence class,validation_environment,MATLAB simulation,evidence_class,Plausibility evidence,1,66,1.52
validation environment x evidence class,validation_environment,case-study evaluation,evidence_class,Plausibility evidence,2,66,3.03
validation environment x evidence class,validation_environment,case-study simulation,evidence_class,Plausibility evidence,2,66,3.03
validation environment x evidence class,validation_environment,closed-loop converter simulation,evidence_class,Plausibility evidence,1,66,1.52
validation environment x evidence class,validation_environment,grid-connected and three-microgrid simulation,evidence_class,Plausibility evidence,1,66,1.52
validation environment x evidence class,validation_environment,hardware microgrid experimental platform,evidence_class,Plausibility evidence,2,66,3.03
validation environment x evidence class,validation_environment,offline examples,evidence_class,Plausibility evidence,1,66,1.52
validation environment x evidence class,validation_environment,offline optimization benchmarks,evidence_class,Plausibility evidence,1,66,1.52
validation environment x evidence class,validation_environment,operational simulation,evidence_class,Plausibility evidence,1,66,1.52
validation environment x evidence class,validation_environment,real islanded microgrid case simulation,evidence_class,Plausibility evidence,2,66,3.03
validation environment x evidence class,validation_environment,real-time digital simulation data,evidence_class,Plausibility evidence,1,66,1.52
validation environment x evidence class,validation_environment,simulation,evidence_class,Plausibility evidence,38,66,57.58
validation environment x evidence class,validation_environment,simulation benchmarks,evidence_class,Plausibility evidence,1,66,1.52
validation environment x evidence class,validation_environment,simulation on realistic distribution system,evidence_class,Plausibility evidence,1,66,1.52
validation environment x evidence class,validation_environment,simulation/case-study data,evidence_class,Plausibility evidence,1,66,1.52
validation environment x evidence class,validation_environment,simulation/examples,evidence_class,Plausibility evidence,1,66,1.52
validation environment x evidence class,validation_environment,time-domain simulation,evidence_class,Plausibility evidence,1,66,1.52
